id,name,chembl_id,mechanism
DB04992,AP5346,,"Utilizing the biocompatible water-soluble polymer HPMA as a drug carrier, AP5346 links DACH platinum to the polymer in a manner which permits the selective release of platinum in tumors. The polymer capitalizes on the biological differences in the permeability of blood vessels at tumor sites versus normal tissue. In this way, tumor selective delivery and platinum release is achieved. Once delivered to the tumor, platinum binds preferentially to the guanine and cytosine moieties of DNA, leading to cross-linking of DNA, thus inhibiting DNA synthesis and function."
DB04995,AT1022,,
DB04996,Satraplatin,CHEMBL3833367,The drug has also been used in the treatment of lung and ovarian cancers. The mode of action is that the compound binds to the DNA of cancer cells rendering them incapable of dividing.
DB04997,ATL1102,,"With Multiple Sclerosis, excessive amounts of VLA-4 are believed to mediate the inappropriate migration of lymphocytes into the central nervous system, contributing to the pathogenesis of the disease. The inhibition of VLA-4 may prevent white blood cells from entering sites of inflammation, thereby halting progression of the disease. The mechanism of action of ATL1102 in blocking VLA-4 isdifferent to other drugs in development that target this same protein,including the monoclonal antibody Tysabri(R)."
DB04998,AGRO100,,"AGRO100, an experimental anticancer drug that recently entered human clinical trials, is a member of a novel class of antiproliferative agents known as G-rich oligonucleotides (GRO), which are non-antisense, guanosine-rich phosphodiester oligodeoxynucleotides that form stable G-quadruplex structures. The biological activity of GROs results from their binding to specific cellular proteins as aptamers. One important target protein of GROs has been previously identified as nucleolin, a multifunctional protein expressed at high levels by cancer cells. AGRO100 also associates with nuclear factor-{kappa}B (NF-{kappa}B) essential modulator (NEMO), which is a regulatory subunit of the inhibitor of {kappa}B (I{kappa}B) kinase (IKK) complex, and also called IKK{gamma}. In the classic NF-{kappa}B pathway, the IKK complex is required for phosphorylation of I{kappa}B{alpha} and subsequent activation of the transcription factor NF-{kappa}B. Research shows that treatment of cancer cells with AGRO100 inhibits IKK activity and reduces phosphorylation of I{kappa}B{alpha} in response to tumor necrosis factor-{alpha} stimulation. It also shows that AGRO100 blocks both tumor necrosis factor-{alpha}-induced and constitutive NF-{kappa}B activity in human cancer cell lines derived from cervical, prostate, breast, and lung carcinomas. In addition, in AGRO100-treated cancer cells, NEMO is coprecipitated by nucleolin, indicating that both proteins are present in the same complex. Studies suggest that abrogation of NF-{kappa}B activity may contribute to the anticancer effects of AGRO100 and that nucleolin may play a previously unknown role in regulating the NF-{kappa}B pathway. [PubMed: 16891465]"
DB04999,MBO7133,,"MB07133 is a novel HepDirect prodrug of cytarabine monophosphate designed to produce the oncolytically active form, cytarabine triphosphate, in the liver tumor where it acts to inhibit cell proliferation and induce apoptosis or cell death."
DB05000,AeroLEF,,"AeroLEF is developed to offer a simple and non-invasive route of administration, rapid onset of action, sustained effect and self-titratable dosing for the treatment of acute and breakthrough pain, conditions that are common in cancer patients and underserved by existing fixed-dose delivery technologies. Using AeroLEF, patients can identify and select a personalized dose for each pain episode, achieving both rapid onset and extended duration of analgesia."
DB05001,PSN9301,,"PSN9301 is an oral small molecule inhibitor of Dipeptidyl Peptidase IV (DP-IV), an enzyme involved in the inactivation of the gut hormone glucagon-like peptide-1 (GLP-1). GLP-1 plays an important role in regulating meal-related blood glucose by increasing the amount of insulin secreted in response to meals. PSN9301 increases GLP-1 activity and causes significant lowering of blood glucose levels. The increase in insulin secretion in response to GLP-1 is glucose-dependent, providing a built in safety mechanism against low blood glucose levels (hypoglycaemia) in response to treatment with DP-IV inhibitors."
DB05003,Imexon,CHEMBL146428,"Imexon enters the cell and binds to glutathione and other sulfhydryl compounds, effectively preventing them from scavenging the toxic free radicals. So, particularly in the rapidly dividing cancer cell, free radical build-up in the presence of imexon leads to changes in mitochondrial membrane potential and ultimately to the mitochondria swelling and bursting. Mitochondrial proteins, in particular cytochrome c, are released into the cytoplasm and this activates caspase-mediated apoptosis resulting in cancer cell death. This sequence of events has been well characterized and published in several papers in leading cancer journals. Imexon is probably the only cancer drug under development at this time which exploits this mechanism of action.
Imexon is an inhibitor of ribonucleotide reductase, a key enzyme in DNA synthesis that is also a target for gemcitabine. Imexon is also a cell cycle inhibitor and in the presence of the drug cells accumulate in S phase."
DB05004,AC162352,,PYY 3-36 acts via the presynaptic Y2 receptor in the ARC. It decreases neuropeptide Y (NPY) release from static hypothalamic explants and thus acts to decrease food intake.
DB05005,CCX282,,"CCX282, a small molecule, orally-available drug, is intended to control the inappropriate immune system response underlying IBD by blocking the activity of the CCR9 chemokine receptor. In adults, CCR9 is a highly specific receptor expressed by T cells that migrate selectively to the digestive tract. The trafficking of T cells to the small and large intestine causes persistent inflammation that may result in Crohn's disease or ulcerative colitis - the two principal forms of IBD."
DB05006,Adecatumumab,,"Adecatumumab (MT201) is a recombinant human monoclonal antibody of the IgG1 subclass with a binding specificity to epithelial cell adhesion molecule (EpCAM). EpCAM (CD326) is a cell surface protein that is frequently expressed at high level on most solid tumor types, including prostate, breast, colon, gastric, ovarian, pancreatic and lung cancer. Overexpression of EpCAM has been shown to promote the proliferation, migration and invasiveness of breast cancer cells. Moreover, expression of EpCAM is associated with decreased survival in a number of cancer indications, including breast, gall bladder, bile duct, ovarian and ampullary pancreatic cancer. EpCAM has recently been shown to be expressed on cancer stem cells from breast, prostate, colon and pancreatic cancer. Clinical studies have shown a favorable safety profile and that clinical activity depends on the EpCAM target expression."
DB05009,Apadenoson,CHEMBL1950649,BMS068645 is designed to selectively stimulate the A2a adenosine receptor responsible for coronary vasodilation. Research to date suggests that this compound could potentially reduce or eliminate side effects associated with currently available pharmacologic stress agents that are not selective for the A2a adenosine receptor.
DB05010,SGS-742,CHEMBL112797,"SGS742 blocks the late inhibitory postsynaptic potential and the paired-pulse inhibition of population spikes recorded from CA1 pyramidal neurons of the hippocampus of rats in vitro and in vivo. SGS742 significantly enhances the release of glutamate, aspartate, glycine and somatostatin in vivo. Chronic administration of SGS742 causes an up-regulation of GABA(B) receptors in the frontal cortex of rats. Single doses cause a significant enhancement of the mRNA and protein levels of NGF and BDNF in the cortex and hippocampus of rats."
