hgnc_id	approved_symbol	approved_name	synonyms	accession_numbers	entrez_gene_id	ensembl_gene_id	refseq_ids
HGNC:33616	SNORA36C	small nucleolar RNA, H/ACA box 36C		AM413012	100124535	ENSG00000207016	NR_003705
HGNC:33617	SNORA38B	small nucleolar RNA, H/ACA box 38B		AM413013	100124536	ENSG00000200394	NR_003706
HGNC:33618	SNORA70B	small nucleolar RNA, H/ACA box 70B		AM413014	100124537	ENSG00000206937	NR_003707
HGNC:33619	SNORA70C	small nucleolar RNA, H/ACA box 70C		AM413015	100124538	ENSG00000207268	NR_003708
HGNC:3362	ENT2~withdrawn	symbol withdrawn, see SLC29A2					
HGNC:33620	SNORA11B	small nucleolar RNA, H/ACA box 11B		AM413016	100124539	ENSG00000221102	NR_003709
HGNC:33621	SNORA11C	small nucleolar RNA, H/ACA box 11C		AM413017	100124540	ENSG00000221459	NR_003710
HGNC:33622	SNORA11D	small nucleolar RNA, H/ACA box 11D		AM413018	100124541	ENSG00000221475	NR_003711
HGNC:33623	SNORA11E	small nucleolar RNA, H/ACA box 11E		AM413019	101340250	ENSG00000221705	NR_102368
HGNC:33624	BCL2L15	BCL2 like 15	Bfk, FLJ22588		440603	ENSG00000188761	NM_001010922
HGNC:33625	DISC1FP1	DISC1 fusion partner 1 (non-protein coding)	Boymaw	AK130626, EU302123	101929222	ENSG00000261645	NR_104190
HGNC:33626	FRG2C	FSHD region gene 2 family member C			100288801	ENSG00000172969	NM_001124759.1
HGNC:33627	C2CD4A	C2 calcium dependent domain containing 4A	NLF1	AF504646	145741		NM_207322
HGNC:33628	C2CD4B	C2 calcium dependent domain containing 4B	NLF2	BM023530	388125		NM_001007595
HGNC:33629	CCDC61	coiled-coil domain containing 61			729440	ENSG00000104983	NM_001080402
HGNC:3363	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	NTPDase-1, ATPDase, SPG64	S73813	953	ENSG00000138185	NM_001776
HGNC:33630	PATL2	PAT1 homolog 2	Pat1a	BC036924	197135	ENSG00000229474	NM_001145112
HGNC:33631	PEAR1	platelet endothelial aggregation receptor 1	JEDI, FLJ00193	AK098809	375033	ENSG00000187800	NM_001080471
HGNC:33632	CPSF4L	cleavage and polyadenylation specific factor 4 like			642843	ENSG00000187959	NM_001129885
HGNC:33633	MIRN672~withdrawn	entry withdrawn					
HGNC:33634	MIR298	microRNA 298	hsa-mir-298		100126296	ENSG00000216031	NR_030580
HGNC:33635	MIR891A	microRNA 891a	hsa-mir-891a		100126341	ENSG00000216056	NR_030581
HGNC:33636	MIR300	microRNA 300	hsa-mir-300		100126297	ENSG00000215957	NR_030582
HGNC:33637	MIRN871~withdrawn	entry withdrawn					
HGNC:33638	MIR886~withdrawn	symbol withdrawn, see VTRNA2-1					
HGNC:33639	MIR892A	microRNA 892a	hsa-mir-892a		100126342	ENSG00000215943	NR_030584
HGNC:3364	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	NTPDase-2	U91510	954	ENSG00000054179	NM_203468
HGNC:33640	MIR220B~withdrawn	entry withdrawn					
HGNC:33641	MIR509-2	microRNA 509-2	hsa-mir-509-2		100126301	ENSG00000212013	NR_030586
HGNC:33642	MIR450B	microRNA 450b	hsa-mir-450b		100126302	ENSG00000216001	NR_030587
HGNC:33643	MIR874	microRNA 874	hsa-mir-874		100126343	ENSG00000216009	NR_030588
HGNC:33644	MIR890	microRNA 890	hsa-mir-890		100126303	ENSG00000216075	NR_030589
HGNC:33645	MIR891B	microRNA 891b	hsa-mir-891b		100126304	ENSG00000216064	NR_030590
HGNC:33646	MIRN674~withdrawn	entry withdrawn					
HGNC:33647	MIR220C~withdrawn	entry withdrawn					
HGNC:33648	MIR888	microRNA 888	hsa-mir-888		100126306	ENSG00000216005	NR_030592
HGNC:33649	MIR892B	microRNA 892b	hsa-mir-892b		100126307	ENSG00000216098	NR_030593
HGNC:3365	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	NTPDase-3, HB6	AF039917	956	ENSG00000168032	NM_001248
HGNC:33650	MIR541	microRNA 541	hsa-mir-541		100126308	ENSG00000216179	NR_030594
HGNC:33651	MIR889	microRNA 889	hsa-mir-889		100126345	ENSG00000216099	NR_030595
HGNC:33652	MIR875	microRNA 875	hsa-mir-875		100126309	ENSG00000216069	NR_030596
HGNC:33653	MIR876	microRNA 876	hsa-mir-876		100126310	ENSG00000215966	NR_030597
HGNC:33654	MIR708	microRNA 708	hsa-mir-708		100126333	ENSG00000211997	NR_030598
HGNC:33655	MIR147B	microRNA 147b	hsa-mir-147b		100126311	ENSG00000211519	NR_030599
HGNC:33656	MIR190B	microRNA 190b	hsa-mir-190b		100126346	ENSG00000215938	NR_030600
HGNC:33657	MIRN872~withdrawn	entry withdrawn					
HGNC:33658	MIR744	microRNA 744	hsa-mir-744		100126313	ENSG00000266297	NR_030613
HGNC:33659	MIR885	microRNA 885	hsa-mir-885		100126334	ENSG00000216135	NR_030614
HGNC:33660	MIR877	microRNA 877	hsa-mir-877		100126314	ENSG00000216101	NR_030615
HGNC:33661	MIR887	microRNA 887	hsa-mir-887		100126347	ENSG00000216077	NR_030616
HGNC:33662	MIR665	microRNA 665	hsa-mir-665		100126315	ENSG00000283159	NR_030617
HGNC:33663	MIR873	microRNA 873	hsa-mir-873		100126316	ENSG00000215939	NR_030618
HGNC:33664	MIR543	microRNA 543	hsa-mir-543		100126335	ENSG00000212040	NR_030619
HGNC:33665	MIR374B	microRNA 374b	hsa-mir-374b		100126317	ENSG00000212027	NR_030620
HGNC:33666	MIR760	microRNA 760	hsa-mir-760		100126348	ENSG00000211575	NR_030621
HGNC:33667	MIR301B	microRNA 301b	hsa-mir-301b		100126318	ENSG00000212102	NR_030622
HGNC:33668	MIR216B	microRNA 216b	hsa-mir-216b		100126319	ENSG00000211520	NR_030623
HGNC:33669	MIR208B	microRNA 208b	hsa-mir-208b		100126336	ENSG00000215991	NR_030624
HGNC:3367	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	NTPDase-5	AF039918	957	ENSG00000187097	NM_001249
HGNC:33670	MIR920	microRNA 920	hsa-mir-920		100126320	ENSG00000216192	NR_030625
HGNC:33671	MIR921	microRNA 921	hsa-mir-921		100126349	ENSG00000215952	NR_030626
HGNC:33672	MIR922	microRNA 922	hsa-mir-922		100126321	ENSG00000284146	NR_030627
HGNC:33673	MIR923~withdrawn	entry withdrawn					
HGNC:33674	MIR924	microRNA 924	hsa-mir-924		100126323		NR_030628
HGNC:33675	MIR509-3	microRNA 509-3	hsa-mir-509-3		100126337	ENSG00000212014	NR_030629
HGNC:33676	MIR933	microRNA 933	hsa-mir-933		100126350	ENSG00000215973	NR_030630
HGNC:33677	MIR934	microRNA 934	hsa-mir-934		100126324	ENSG00000216060	NR_030631
HGNC:33678	MIR935	microRNA 935	hsa-mir-935		100126325	ENSG00000215998	NR_030632
HGNC:33679	MIR936	microRNA 936	hsa-mir-936		100126326	ENSG00000283788	NR_030760
HGNC:3368	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	NTPDase-6, dJ738P15.3	AF039916		ENSG00000197586	
HGNC:33680	MIR937	microRNA 937	hsa-mir-937		100126338	ENSG00000216090	NR_030633
HGNC:33681	MIR938	microRNA 938	hsa-mir-938		100126327	ENSG00000216035	NR_030634
HGNC:33682	MIR939	microRNA 939	hsa-mir-939		100126351	ENSG00000216133	NR_030635
HGNC:33683	MIR940	microRNA 940	hsa-mir-940		100126328		NR_030636
HGNC:33684	MIR941-1	microRNA 941-1	hsa-mir-941-1		100126329		NR_030637
HGNC:33685	MIR941-2	microRNA 941-2	hsa-mir-941-2		100126339		NR_030638
HGNC:33686	MIR941-3	microRNA 941-3	hsa-mir-941-3		100126352		NR_030639
HGNC:33687	MIR941-4	microRNA 941-4	hsa-mir-941-4		100126330		NR_040032
HGNC:33688	MIR942	microRNA 942	hsa-mir-942		100126331	ENSG00000215930	NR_030640
HGNC:33689	MIR943	microRNA 943	hsa-mir-943		100126332	ENSG00000216105	NR_030641
HGNC:3369	ENUR1	enuresis, nocturnal 1					
HGNC:33690	MIR944	microRNA 944	hsa-mir-944		100126340	ENSG00000216058	NR_030642
HGNC:33691	MIR297	microRNA 297	hsa-mir-297		100126354	ENSG00000215961	NR_030643
HGNC:33692	MIR365A	microRNA 365a	hsa-mir-365-1		100126355	ENSG00000199130	NR_029854
HGNC:33693	MIR365B	microRNA 365b	hsa-mir-365-2		100126356		NR_029856
HGNC:33694	CUX2P1	cut like homeobox 2 pseudogene 1			100126596	ENSG00000272436	
HGNC:33695	CUX2P2	cut like homeobox 2 pseudogene 2			100126597		
HGNC:33696	SKP1P1	S-phase kinase associated protein 1 pseudogene 1	EMC19		6922	ENSG00000231234	NG_002399.3
HGNC:33697	KRT17P3	keratin 17 pseudogene 3			729682	ENSG00000231870	NT_010799
HGNC:33698	LINC00322	long intergenic non-protein coding RNA 322	FLJ16545	AK131425	100126693	ENSG00000237864	
HGNC:33699	KHDC3L	KH domain containing 3 like, subcortical maternal complex member	ECAT1	AB211062	154288	ENSG00000203908	NM_001017361
HGNC:337	AGTR1B~withdrawn	symbol withdrawn, see AGTR1					
HGNC:3370	ENUR2	enuresis, nocturnal 2					
HGNC:33700	NEMP2	nuclear envelope integral membrane protein 2			100131211	ENSG00000189362	XM_001723498
HGNC:33701	CARD16	caspase recruitment domain family member 16	COP1, COP, PSEUDO-ICE		114769	ENSG00000204397	
HGNC:33702	C19orf70	chromosome 19 open reading frame 70	QIL1, P117, MIC13	BC009557	125988	ENSG00000174917	NM_205767
HGNC:33703	CIB4	calcium and integrin binding family member 4			130106	ENSG00000157884	
HGNC:33704	TMEM198	transmembrane protein 198	MGC99813, TMEM198A	BC068567	130612	ENSG00000188760	NM_001005209
HGNC:33705	TMEM207	transmembrane protein 207		BC071780	131920	ENSG00000198398	NM_207316
HGNC:33706	SNTN	sentan, cilia apical structure protein	FLJ44379, S100AL	AK126350	132203	ENSG00000188817	NM_001080537
HGNC:33708	TTC36	tetratricopeptide repeat domain 36	HBP21	EU489483	143941	ENSG00000172425	NM_001080441
HGNC:33709	SPATA45	spermatogenesis associated 45	LOC149643		149643	ENSG00000185523	NM_001024601
HGNC:3371	ENX2~withdrawn	symbol withdrawn, see ANXA5					
HGNC:33710	CDPF1	cysteine rich DPF motif domain containing 1	LOC150383		150383	ENSG00000205643	NM_207327
HGNC:33711	MBLAC2	metallo-beta-lactamase domain containing 2	DKFZp686P15118, MGC46734	BC038230	153364	ENSG00000176055	NM_203406
HGNC:33712	C7orf66	chromosome 7 open reading frame 66		AF103078	154907	ENSG00000205174	NM_001024607
HGNC:33713	CXorf65	chromosome X open reading frame 65		BC144434	158830	ENSG00000204165	NM_001025265
HGNC:33714	FITM1	fat storage inducing transmembrane protein 1	FIT1		161247	ENSG00000139914	NM_203402
HGNC:33715	TOGARAM2	TOG array regulator of axonemal microtubules 2	FLJ43249, LOC165186, Crescerin-2	AK125239, AK125744	165186	ENSG00000189350	NM_199280
HGNC:33716	FAM151B	family with sequence similarity 151 member B	UNQ9217		167555	ENSG00000152380	NM_205548
HGNC:33717	METTL21C	methyltransferase like 21C	LOC196541		196541	ENSG00000139780	NM_001010977
HGNC:33718	LKAAEAR1	LKAAEAR motif containing 1			198437	ENSG00000171695	NM_001007125
HGNC:33719	TMEM201	transmembrane protein 201	RP13-15M17.2, NET5, Ima1, SAMP1		199953	ENSG00000188807	NM_001010866
HGNC:3372	EOMES	eomesodermin	TBR2	BC025363	8320	ENSG00000163508	NM_005442
HGNC:33720	CFAP221	cilia and flagella associated protein 221	FAP221, PCDP1		200373	ENSG00000163075	
HGNC:33721	ALG1L	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like	ALG1L1	BC073816	200810	ENSG00000189366	NM_001015050
HGNC:33722	ZNF385C	zinc finger protein 385C		BC067901	201181	ENSG00000187595	NM_001013624
HGNC:33724	LRRN4CL	LRRN4 C-terminal like		AK291334	221091		NM_203422
HGNC:33725	TMEM211	transmembrane protein 211	bA9F11.1		255349	ENSG00000206069	NM_001001663
HGNC:33727	SAXO2	stabilizer of axonemal microtubules 2	DKFZp666G057	AL833762	283726		NM_001008226
HGNC:33728	PRR19	proline rich 19	MGC70924	AK124116	284338		NM_199285
HGNC:3373	EP300	E1A binding protein p300	p300, KAT3B	U01877	2033	ENSG00000100393	NM_001429
HGNC:33730	RPL23AP82	ribosomal protein L23a pseudogene 82	MGC70863		284942	ENSG00000184319	
HGNC:33731	C3orf70	chromosome 3 open reading frame 70			285382	ENSG00000187068	NM_001025266
HGNC:33732	PPP1R42	protein phosphatase 1 regulatory subunit 42	dtr, TLLR	BC055413	286187	ENSG00000178125	NM_001013626
HGNC:33733	TMEM202	transmembrane protein 202	FLJ27523		338949	ENSG00000187806	NM_001080462
HGNC:33734	POTEB	POTE ankyrin domain family member B	POTE15, POTE-15, CT104.5	AY465170	100996331	ENSG00000233917	NM_207355
HGNC:33735	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like	MGC87631		339184	ENSG00000205212	NM_001004306
HGNC:33736	ANKRD34B	ankyrin repeat domain 34B	DP58		340120	ENSG00000189127	NM_001004441
HGNC:33737	NHSL2	NHS like 2			340527	ENSG00000204131	NM_001013627
HGNC:33738	CXorf67	chromosome X open reading frame 67		BC046248	340602	ENSG00000187690	NM_203407
HGNC:33739	NCCRP1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	LOC342897, NCCRP-1, FBXO50	AK123941, BC067874	342897	ENSG00000188505	NM_001001414
HGNC:3374	EPAS1	endothelial PAS domain protein 1	MOP2, PASD2, HIF2A, HLF, bHLHe73	U81984	2034	ENSG00000116016	NM_001430
HGNC:33741	MSANTD1	Myb/SANT DNA binding domain containing 1	LOC345222		345222	ENSG00000188981	NM_001012982
HGNC:33742	CAVIN4	caveolae associated protein 4	cavin-4	BC090888	347273	ENSG00000170681	NM_001018116
HGNC:33743	CXorf66	chromosome X open reading frame 66	RP11-35F15.2, SGPX		347487	ENSG00000203933	NM_001013403
HGNC:33744	TMEM179B	transmembrane protein 179B		BC051355	374395	ENSG00000185475	NM_199337
HGNC:33745	TEPP	testis, prostate and placenta expressed		BC104458	374739	ENSG00000159648	NM_199456
HGNC:33746	LRRC37A6P	leucine rich repeat containing 37 member A6, pseudogene	LRRC37E		387646	ENSG00000230445	NR_003525
HGNC:33747	FIBIN	fin bud initiation factor homolog (zebrafish)	MGC24932	BC026873	387758	ENSG00000176971	NM_203371
HGNC:33748	REP15	RAB15 effector protein	RAB15EP	BC140921	387849	ENSG00000174236	NM_001029874
HGNC:33749	CCDC184	coiled-coil domain containing 184	LOC387856		387856	ENSG00000177875	NM_001013635
HGNC:3375	EPB3~withdrawn	symbol withdrawn, see SLC4A1					
HGNC:33751	NHLRC3	NHL repeat containing 3			387921	ENSG00000188811	NM_001012754
HGNC:33752	TOMM20L	translocase of outer mitochondrial membrane 20 like	UNQ9438		387990	ENSG00000196860	NM_207377
HGNC:33753	C15orf59	chromosome 15 open reading frame 59	MGC131524, LOC388135, INSYN1		388135	ENSG00000205363	NM_001039614
HGNC:33754	C16orf87	chromosome 16 open reading frame 87			388272	ENSG00000155330	NM_001001436
HGNC:33755	C16orf86	chromosome 16 open reading frame 86	FLJ41802		388284	ENSG00000159761	NM_001012984
HGNC:33756	GLTPD2	glycolipid transfer protein domain containing 2		BC029290	388323		NM_001014985
HGNC:33757	TMEM220	transmembrane protein 220			388335	ENSG00000187824	NM_001004313
HGNC:33758	BTBD17	BTB domain containing 17	LGALS3BPL, BTBD17A, TANGO10A		388419	ENSG00000204347	NM_001080466
HGNC:33759	C1orf229	chromosome 1 open reading frame 229	FLJ45717	BC156415	388759	ENSG00000221953	NM_207401
HGNC:3376	EPB3L1~withdrawn	symbol withdrawn, see SLC4A2					
HGNC:33760	KRTAP26-1	keratin associated protein 26-1		AB096936	388818	ENSG00000197683	NM_203405
HGNC:33762	RESP18	regulated endocrine specific protein 18		AF437883	389075	ENSG00000182698	NM_001007089
HGNC:33763	SNORC	secondary ossification center associated regulator of chondrocyte maturation	UNQ830, ASCL830	AY358535, BC035093	389084	ENSG00000182600	NM_206895
HGNC:33764	PRR23B	proline rich 23B	FLJ46116	BC137146	389151	ENSG00000184814	NM_001013650
HGNC:33765	LEKR1	leucine, glutamate and lysine rich 1	FLJ16641	AK131473	389170	ENSG00000197980	NM_001004316
HGNC:33766	C4orf50	chromosome 4 open reading frame 50	FLJ46481	BC140710	389197	ENSG00000181215	NM_207405
HGNC:33767	TEX43	testis expressed 43	MGC163367, MGC163369, FLJ27505, Tseg7		389320	ENSG00000196900	NM_207408
HGNC:33768	C5orf46	chromosome 5 open reading frame 46	MGC23985, SSSP1		389336	ENSG00000178776	NM_206966
HGNC:33769	C6orf222	chromosome 6 open reading frame 222	DKFZp779B1540		389384	ENSG00000189325	NM_001010903
HGNC:3377	EPB41	erythrocyte membrane protein band 4.1	4.1R	BC039079	2035	ENSG00000159023	NM_203342
HGNC:33770	RBAKDN	RBAK downstream neighbor (non-protein coding)		BC031661	389458	ENSG00000273313	NR_015343
HGNC:33771	SPDYE8P	speedy/RINGO cell cycle regulator family member E8, pseudogene			728524	ENSG00000273520	NR_003664
HGNC:33772	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4			389541	ENSG00000188186	NM_001008395
HGNC:33773	FAM180A	family with sequence similarity 180 member A	HWKM1940, UNQ1940	AC091736, AK290250, AK310180, AY358803	389558	ENSG00000189320	NM_205855
HGNC:33774	C8orf86	chromosome 8 open reading frame 86	FLJ43582	BC137511	389649	ENSG00000196166	NM_207412
HGNC:33775	ALKAL1	ALK and LTK ligand 1	UNQ9433, AUGB		389658	ENSG00000196711	NM_207413
HGNC:33776	CFAP77	cilia and flagella associated protein 77	FLJ46082	AK128819	389799	ENSG00000188523	NM_207417
HGNC:33777	LCN15	lipocalin 15	UNQ2541, PRO6093		389812	ENSG00000177984	NM_203347
HGNC:33778	MYMK	myomaker, myoblast fusion factor	TMEM226	BX324209	389827	ENSG00000187616	NM_001080483
HGNC:3378	EPB41L1	erythrocyte membrane protein band 4.1 like 1	KIAA0338, 4.1N	AB002336	2036	ENSG00000088367	NM_012156
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)	FLJ16165, PAPL1, PAPL		390928	ENSG00000183760	NM_001004318
HGNC:33782	PTRHD1	peptidyl-tRNA hydrolase domain containing 1	LOC391356		391356	ENSG00000184924	NM_001013663
HGNC:33783	HELT	helt bHLH transcription factor	HESL, HCM1228, Mgn, bHLHb44, MEGANE	BC144567	391723	ENSG00000187821	NM_001300781
HGNC:33784	AGMO	alkylglycerol monooxygenase	FLJ16237		392636	ENSG00000187546	NM_001004320
HGNC:33785	TMEM200B	transmembrane protein 200B	TTMB		399474	ENSG00000253304	NM_001003682
HGNC:33786	GATA3-AS1	GATA3 antisense RNA 1		BC036297, AK128810	399717	ENSG00000197308	NR_104327
HGNC:33787	EEF1AKMT2	EEF1A lysine methyltransferase 2	Efm4		399818	ENSG00000203791	NM_212554
HGNC:33788	C11orf87	chromosome 11 open reading frame 87	LOH11CR1A, LOC399947, NEURIM1	AB096240, BC035798	399947	ENSG00000185742	NM_207645
HGNC:33789	COLCA1	colorectal cancer associated 1	FLJ45803, CASC12	AK127703	399948	ENSG00000196167	
HGNC:3379	EPB41L2	erythrocyte membrane protein band 4.1 like 2	4.1-G	AF027299	2037	ENSG00000079819	
HGNC:33790	C12orf76	chromosome 12 open reading frame 76	FLJ40142	BC041968	400073	ENSG00000174456	NM_207435
HGNC:33791	LINC00173	long intergenic non-protein coding RNA 173	FLJ42957	AC090670, BC038547, BC121822	100287569	ENSG00000196668	NR_027345
HGNC:33792	SERTM1	serine rich and transmembrane domain containing 1			400120	ENSG00000180440	NM_203451
HGNC:33793	ATP11AUN	ATP11A upstream neighbor	FLJ26443, SMABLO1	AK129953	400165	ENSG00000197595	NM_207440
HGNC:33794	C14orf181~withdrawn	entry withdrawn					
HGNC:33795	C14orf180	chromosome 14 open reading frame 180	NRAC		400258	ENSG00000184601	NM_001008404
HGNC:33796	C15orf53	chromosome 15 open reading frame 53	FLJ35695		400359	ENSG00000175779	NM_207444
HGNC:33797	C15orf54	chromosome 15 open reading frame 54 (putative)	FLJ39531		400360	ENSG00000175746	NM_207445
HGNC:33799	ZC3H18-AS1	ZC3H18 antisense RNA 1 (head to head)	FLJ45530	AK127438	400555		
HGNC:338	AGTR2	angiotensin II receptor type 2	AT2, MRX88	AY324607	186	ENSG00000180772	NM_000686
HGNC:3380	EPB41L3	erythrocyte membrane protein band 4.1 like 3	DAL1, KIAA0987, 4.1B	AB023204	23136	ENSG00000082397	NM_012307
HGNC:33800	C17orf97	chromosome 17 open reading frame 97	LOC400566, LIAT1	AK128660, BC057385	400566	ENSG00000187624	NM_001013672
HGNC:33802	TEX19	testis expressed 19	FLJ35767	BC016939	400629	ENSG00000182459	NM_207459
HGNC:33803	VMAC	vimentin type intermediate filament associated coiled-coil protein		BC110802	400673	ENSG00000187650	NM_001017921
HGNC:33805	C1orf220	chromosome 1 open reading frame 220 (putative)	FLJ35530		400798	ENSG00000213057	NR_033186
HGNC:33806	DEFB132	defensin beta 132	RP5-1103G7.6, DEFB32	AF525932	400830	ENSG00000186458	NM_207469
HGNC:33808	IL17REL	interleukin 17 receptor E like	FLJ41993	AK123987	400935	ENSG00000188263	NM_001001694
HGNC:33809	C2orf66	chromosome 2 open reading frame 66	UNQ6411		401027	ENSG00000187944	NM_213608
HGNC:3381	EPB42	erythrocyte membrane protein band 4.2	PA, MGC116735, MGC116737	M60298	2038	ENSG00000166947	NM_000119
HGNC:33812	LINC01011	long intergenic non-protein coding RNA 1011	DKFZp686I15217		401232	ENSG00000244041	
HGNC:33813	LINC00336	long intergenic non-protein coding RNA 336	FLJ43752	AK125740	401253	ENSG00000197251	
HGNC:33814	AK9	adenylate kinase 9	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	AK131244, BC146443, BC087860	221264	ENSG00000155085	NM_001145128
HGNC:33815	C7orf76~withdrawn	symbol withdrawn, see SEM1					
HGNC:33816	TMEM215	transmembrane protein 215			401498	ENSG00000188133	NM_212558
HGNC:33817	C9orf170	chromosome 9 open reading frame 170	FLJ45537	AK127445	401535	ENSG00000204446	NM_001001709
HGNC:33818	FAM166A	family with sequence similarity 166 member A		BC132916	401565	ENSG00000188163	NM_001001710
HGNC:33819	ZNF833P	zinc finger protein 833, pseudogene		BC137336	401898	ENSG00000267343	NM_001013691
HGNC:3382	DMTN	dematin actin binding protein	DMT	U28389	2039	ENSG00000158856	NM_001978
HGNC:33820	RPL21P44	ribosomal protein L21 pseudogene 44			402176	ENSG00000229585	
HGNC:33821	UFSP1	UFM1 specific peptidase 1 (inactive)	UFSP	AF312032	402682	ENSG00000176125	NM_001015072
HGNC:33823	ERVFRD-1	endogenous retrovirus group FRD member 1, envelope	HERV-W/FRD, HERV-FRD, envFRD, ERVFRDE1, syncytin-2	AK075092, AK123938, AY358244	405754	ENSG00000244476	NM_207582
HGNC:33824	C2orf27B	chromosome 2 open reading frame 27B	MGC50273	BC043584	408029	ENSG00000186825	NM_214461
HGNC:33825	SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	SPINK5L2		408187	ENSG00000196800	NM_001001325
HGNC:33826	C8orf82	chromosome 8 open reading frame 82	MGC70857		414919	ENSG00000213563	NM_001001795
HGNC:33827	CARD17	caspase recruitment domain family member 17	INCA		440068	ENSG00000255221	NM_001007232
HGNC:33829	PLEKHG7	pleckstrin homology and RhoGEF domain containing G7	FLJ46688	AK128530	440107		NM_001004330
HGNC:3383	STOM	stomatin	BND7		2040	ENSG00000148175	NM_004099
HGNC:33830	MZT1	mitotic spindle organizing protein 1	LOC440145, FLJ21869, MGC150539, RP11-11C5.2, MOZART1		440145	ENSG00000204899	NM_001071775
