Symbol	GOID	GOTerm	qualifier	CLID	name
TMSB4X	GO:0043536	positive regulation of blood vessel endothelial cell migration	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
TMSB4X	GO:0050727	regulation of inflammatory response	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:1901222	regulation of NIK/NF-kappaB signaling	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:1901223	negative regulation of NIK/NF-kappaB signaling	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:1901223	negative regulation of NIK/NF-kappaB signaling	occurs_in	CL:1001606	foreskin keratinocyte
TMSB4X	GO:1901223	negative regulation of NIK/NF-kappaB signaling	occurs_in	CL:1000432	conjunctival epithelial cell
TMSB4X	GO:1903026	negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:1905273	positive regulation of proton-transporting ATP synthase activity, rotational mechanism	occurs_in	CL:0002618	endothelial cell of umbilical vein
TMSB4X	GO:1905273	positive regulation of proton-transporting ATP synthase activity, rotational mechanism	occurs_in	CL:0002618	endothelial cell of umbilical vein
TMSB4X	GO:2000483	negative regulation of interleukin-8 secretion	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:2000483	negative regulation of interleukin-8 secretion	occurs_in	CL:0000057	fibroblast
TMSB4X	GO:2001028	positive regulation of endothelial cell chemotaxis	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
TMSB4X	GO:2001171	positive regulation of ATP biosynthetic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
TMSB4X	GO:2001171	positive regulation of ATP biosynthetic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
RPS15	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
RAC1	GO:0010811	positive regulation of cell-substrate adhesion	occurs_in	CL:0000066	epithelial cell
RAC1	GO:0010811	positive regulation of cell-substrate adhesion	occurs_in	CL:0000066	epithelial cell
RAC1	GO:0031116	positive regulation of microtubule polymerization	occurs_in	CL:0000066	epithelial cell
RAC1	GO:0048012	hepatocyte growth factor receptor signaling pathway	occurs_in	CL:0000066	epithelial cell
RACK1	GO:0005515	protein binding	occurs_in	CL:0000169	type B pancreatic cell
RACK1	GO:0005515	protein binding	occurs_in	CL:0000169	type B pancreatic cell
CSNK2B	GO:0005102	receptor binding	occurs_in	CL:0000115	endothelial cell
TPM4	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
FKBP1B	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	occurs_in	CL:0002131	regular ventricular cardiac myocyte
FKBP1B	GO:0019855	calcium channel inhibitor activity	occurs_in	CL:0002131	regular ventricular cardiac myocyte
FKBP1B	GO:0044325	ion channel binding	occurs_in	CL:0000746	cardiac muscle cell
FKBP1B	GO:0051480	regulation of cytosolic calcium ion concentration	occurs_in	CL:0002131	regular ventricular cardiac myocyte
FKBP1B	GO:0051480	regulation of cytosolic calcium ion concentration	occurs_in	CL:0000746	cardiac muscle cell
CSNK2A1	GO:0005515	protein binding	occurs_in	CL:0000127	astrocyte
KCNJ10	GO:0005515	protein binding	occurs_in	CL:0000030	glioblast
CCL7	GO:0008360	regulation of cell shape	occurs_in	CL:0000576	monocyte
CCL7	GO:0031726	CCR1 chemokine receptor binding	occurs_in	CL:0000576	monocyte
SMAD3	GO:0000983	transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
SMAD3	GO:0008134	transcription factor binding	occurs_in	CL:0002322	embryonic stem cell
SMAD3	GO:0035326	enhancer binding	part_of	CL:0002322	embryonic stem cell
SMAD3	GO:0043425	bHLH transcription factor binding	occurs_in	CL:0002322	embryonic stem cell
SMAD3	GO:0045429	positive regulation of nitric oxide biosynthetic process	occurs_in	CL:0000192	smooth muscle cell
SMAD3	GO:0045429	positive regulation of nitric oxide biosynthetic process	occurs_in	CL:0000115	endothelial cell
SMAD3	GO:0051481	negative regulation of cytosolic calcium ion concentration	occurs_in	CL:0000192	smooth muscle cell
SMAD3	GO:0051481	negative regulation of cytosolic calcium ion concentration	occurs_in	CL:0000115	endothelial cell
SMAD3	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
MUC5AC	GO:0048015	phosphatidylinositol-mediated signaling	occurs_in	CL:0002368	respiratory epithelial cell
HSPG2	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0000540	neuron
HSPG2	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0000540	neuron
HSPG2	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0000540	neuron
HSPG2	GO:0016525	negative regulation of angiogenesis	regulates_o_occurs_in	CL:0000115	endothelial cell
PKD1	GO:0021915	neural tube development	occurs_in	CL:0000530	primary neuron
CDK5	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0002608	hippocampal neuron
CLTC	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
CLTC	GO:0045056	transcytosis	occurs_in	CL:1001602	cerebral cortex endothelial cell
HNRNPU	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
IRF9	GO:0001047	core promoter binding	occurs_in	CL:0000082	epithelial cell of lung
SPTBN1	GO:1900042	positive regulation of interleukin-2 secretion	occurs_in	CL:0000542	lymphocyte
SPTBN1	GO:1903076	regulation of protein localization to plasma membrane	occurs_in	CL:0000084	T cell
SPTBN1	GO:1903078	positive regulation of protein localization to plasma membrane	occurs_in	CL:0000084	T cell
ANK2	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0033292	T-tubule organization	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0034613	cellular protein localization	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0050821	protein stabilization	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0051279	regulation of release of sequestered calcium ion into cytosol	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0000746	cardiac muscle cell
ANK2	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0000746	cardiac muscle cell
CACNA1D	GO:0070588	calcium ion transmembrane transport	occurs_in	CL:1000477	cardiac pacemaker cell of sinoatrial node
CACNA1D	GO:1901016	regulation of potassium ion transmembrane transporter activity	occurs_in	CL:0000746	cardiac muscle cell
CACNA1D	GO:1901379	regulation of potassium ion transmembrane transport	occurs_in	CL:0000746	cardiac muscle cell
POU4F1	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	occurs_in	CL:0000540	neuron
SLC6A3	GO:0005515	protein binding	occurs_in	CL:0000540	neuron
SLC6A3	GO:0090494	dopamine uptake	occurs_in	CL:0000540	neuron
TAGLN	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
ALDH6A1	GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating) activity	occurs_in	CL:0002620	skin fibroblast
ALDH6A1	GO:0006210	thymine catabolic process	occurs_in	CL:0002620	skin fibroblast
ALDH6A1	GO:0006574	valine catabolic process	occurs_in	CL:0002620	skin fibroblast
COL7A1	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
MAP2K1	GO:0010629	negative regulation of gene expression	acts_on_population_of	CL:2000016	lung microvascular endothelial cell
CAV1	GO:0005515	protein binding	occurs_in	CL:0000030	glioblast
CAV1	GO:0034141	positive regulation of toll-like receptor 3 signaling pathway	occurs_in	CL:0000115	endothelial cell
CAV1	GO:0060355	positive regulation of cell adhesion molecule production	occurs_in	CL:0000115	endothelial cell
CAV1	GO:0070836	caveola assembly	occurs_in	CL:1001567	lung endothelial cell
CAV1	GO:0070836	caveola assembly	occurs_in	CL:1001567	lung endothelial cell
CAV1	GO:0071360	cellular response to exogenous dsRNA	occurs_in	CL:0000115	endothelial cell
CAV1	GO:0071375	cellular response to peptide hormone stimulus	occurs_in	CL:0000746	cardiac muscle cell
CAV1	GO:1903598	positive regulation of gap junction assembly	occurs_in	CL:0000746	cardiac muscle cell
MVK	GO:0004496	mevalonate kinase activity	occurs_in	CL:0002620	skin fibroblast
MVK	GO:0004496	mevalonate kinase activity	occurs_in	CL:0000542	lymphocyte
RELA	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	occurs_in	CL:0000575	corneal epithelial cell
RELA	GO:0000983	transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding	occurs_in	CL:0000071	blood vessel endothelial cell
RELA	GO:0033209	tumor necrosis factor-mediated signaling pathway	occurs_in	CL:0000575	corneal epithelial cell
RELA	GO:0042805	actinin binding	occurs_in	CL:0000653	glomerular visceral epithelial cell
RELA	GO:0071316	cellular response to nicotine	occurs_in	CL:0002539	aortic smooth muscle cell
RELA	GO:0071354	cellular response to interleukin-6	occurs_in	CL:0002539	aortic smooth muscle cell
RELA	GO:0071375	cellular response to peptide hormone stimulus	occurs_in	CL:0002539	aortic smooth muscle cell
RELA	GO:1901222	regulation of NIK/NF-kappaB signaling	occurs_in	CL:0000575	corneal epithelial cell
RELA	GO:1901224	positive regulation of NIK/NF-kappaB signaling	occurs_in	CL:0000575	corneal epithelial cell
RELA	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0000071	blood vessel endothelial cell
RELA	GO:2000630	positive regulation of miRNA metabolic process	occurs_in	CL:0002539	aortic smooth muscle cell
RELA	GO:2000630	positive regulation of miRNA metabolic process	occurs_in	CL:0002539	aortic smooth muscle cell
RELA	GO:2000630	positive regulation of miRNA metabolic process	occurs_in	CL:0002539	aortic smooth muscle cell
EIF4G1	GO:1905606	regulation of presynapse assembly	occurs_in	CL:0000108	cholinergic neuron
PRKCQ	GO:0060326	cell chemotaxis	results_in_movement_of	CL:0000575	corneal epithelial cell
PRKCQ	GO:0060326	cell chemotaxis	results_in_movement_of	CL:0000575	corneal epithelial cell
AKR1C1	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
MST1R	GO:0009615	response to virus	occurs_in	CL:0002328	bronchial epithelial cell
MST1R	GO:0043406	positive regulation of MAP kinase activity	occurs_in	CL:0002328	bronchial epithelial cell
MST1R	GO:0051897	positive regulation of protein kinase B signaling	occurs_in	CL:0002328	bronchial epithelial cell
PTK2	GO:0001932	regulation of protein phosphorylation	occurs_in	CL:0002563	intestinal epithelial cell
PTK2	GO:0003779	actin binding	occurs_in	CL:0000233	platelet
PTK2	GO:0005515	protein binding	occurs_in	CL:0000233	platelet
PTK2	GO:0010632	regulation of epithelial cell migration	occurs_in	CL:0002563	intestinal epithelial cell
PTK2	GO:0051893	regulation of focal adhesion assembly	occurs_in	CL:0002563	intestinal epithelial cell
PTK2	GO:1900024	regulation of substrate adhesion-dependent cell spreading	occurs_in	CL:0002563	intestinal epithelial cell
GRIN1	GO:0010524	positive regulation of calcium ion transport into cytosol	regulates_o_occurs_in	CL:0002608	hippocampal neuron
GRIN1	GO:0018964	propylene metabolic process	occurs_in	CL:0002608	hippocampal neuron
GRIN1	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	regulates_o_occurs_in	CL:0002608	hippocampal neuron
PRKCD	GO:0004672	protein kinase activity	occurs_in	CL:0000575	corneal epithelial cell
PRKCD	GO:0006915	apoptotic process	occurs_in	CL:0000775	neutrophil
PRKCD	GO:0060326	cell chemotaxis	results_in_movement_of	CL:0000575	corneal epithelial cell
PRKCD	GO:0060326	cell chemotaxis	results_in_movement_of	CL:0000575	corneal epithelial cell
PTPN11	GO:0005515	protein binding	occurs_in	CL:0000623	natural killer cell
PTPN11	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
PTPN11	GO:0035335	peptidyl-tyrosine dephosphorylation	occurs_in	CL:0000057	fibroblast
EGR3	GO:0001938	positive regulation of endothelial cell proliferation	occurs_in	CL:0002618	endothelial cell of umbilical vein
EGR3	GO:0002042	cell migration involved in sprouting angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
EGR3	GO:0035767	endothelial cell chemotaxis	occurs_in	CL:0002618	endothelial cell of umbilical vein
EGR3	GO:0035924	cellular response to vascular endothelial growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
EGR3	GO:0043066	negative regulation of apoptotic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
EGR3	GO:0044344	cellular response to fibroblast growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
TJP1	GO:0005515	protein binding	occurs_in	CL:0002563	intestinal epithelial cell
TJP1	GO:0005515	protein binding	occurs_in	CL:0002563	intestinal epithelial cell
PDE4B	GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	occurs_in	CL:0000084	T cell
PDE4B	GO:0006198	cAMP catabolic process	occurs_in	CL:0000084	T cell
PDE4B	GO:0032729	positive regulation of interferon-gamma production	occurs_in	CL:0000084	T cell
PDE4B	GO:0032743	positive regulation of interleukin-2 production	occurs_in	CL:0000084	T cell
PDE4B	GO:0050852	T cell receptor signaling pathway	occurs_in	CL:0000084	T cell
SCN1B	GO:0010976	positive regulation of neuron projection development	occurs_in	CL:0001031	cerebellar granule cell
MCL1	GO:1903378	positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	occurs_in	CL:0000530	primary neuron
PPARA	GO:0050728	negative regulation of inflammatory response	occurs_in	CL:0000071	blood vessel endothelial cell
LRP1	GO:0002265	astrocyte activation involved in immune response	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
LRP1	GO:0005044	scavenger receptor activity	occurs_in	CL:0000113	mononuclear phagocyte
LRP1	GO:0005044	scavenger receptor activity	occurs_in	CL:0000129	microglial cell
LRP1	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0000540	neuron
LRP1	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0000540	neuron
LRP1	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
LRP1	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
LRP1	GO:0006898	receptor-mediated endocytosis	occurs_in	CL:0000540	neuron
LRP1	GO:0045056	transcytosis	occurs_in	CL:1001602	cerebral cortex endothelial cell
LRP1	GO:0051246	regulation of protein metabolic process	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
LRP1	GO:0051246	regulation of protein metabolic process	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
LRP1	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000540	neuron
LRP1	GO:1900223	positive regulation of amyloid-beta clearance	occurs_in	CL:0000540	neuron
LRP1	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
LRP1	GO:1905167	positive regulation of lysosomal protein catabolic process	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
LRP1	GO:1905167	positive regulation of lysosomal protein catabolic process	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
DHX9	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
PDE4D	GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	occurs_in	CL:0000084	T cell
PDE4D	GO:0006198	cAMP catabolic process	occurs_in	CL:0000084	T cell
PDE4D	GO:0031698	beta-2 adrenergic receptor binding	occurs_in	CL:0000746	cardiac muscle cell
PDE4D	GO:0032729	positive regulation of interferon-gamma production	occurs_in	CL:0000084	T cell
PDE4D	GO:0032743	positive regulation of interleukin-2 production	occurs_in	CL:0000084	T cell
